Time, ID, Bus, Data
2839840,421400B,98,00863E0440000000
2850639,4214006,98,0000000000000000
2853100,E094000,98,001E04401C4B
2855038,E094003,98,001E
2856817,E094020,98,000A
2859979,E09400A,98,001E
2866039,6314003,98,2010300000000000
2868178,6314020,98,1000009C
2870059,621400A,98,0000
2871837,E09401A,98,001E
2876099,4214001,98,0000905505211F00
2882778,2214000,98,806800000000
2886198,4294001,98,0000000000000180
2913036,4394100,98,7EB7EB0003FD8000
2926096,4214001,98,0000905505211F00
2932335,4394000,98,00000043
2936216,4294001,98,0000000000000180
2939095,421400B,98,00863E0440000000
2948235,6214000,98,2C004000003A0B00
2951156,4214006,98,0000000000000000
2973214,6284000,98,0000000000000000
2976134,4214001,98,0000905505331F00
2986274,4294001,98,0000000000000180
3008172,6254000,98,80FFFF00FFFFFF00
3013094,4394100,98,7EA7EB0003FE0000
3023213,2294000,98,0000000000000000
3026272,4214001,98,0000905505331F00
3032372,4394000,98,00000043
3036332,4294001,98,0000000000000180
3039212,421400B,98,00863E0440000000
3050971,4214006,98,0000000000000000
3076250,4214001,98,0000905505371F00
3079191,6314000,98,0000000000000000
3082070,621401A,98,0005010000000000
3086310,4294001,98,0000000000000180
3113069,4394100,98,7EC7EB0003FD8000
3126169,4214001,98,0000905505371F00
3132328,4394000,98,00000043
3134868,2214000,98,806800000000
3137748,421400B,98,00863E0440000000
3140669,4294001,98,0000000000000180
3150708,4214006,98,0000000000000000
3165589,C214003,98,003804012013
3176167,4214001,98,0000905505371F00
3178967,6264000,98,0B1ED07FC3252700
3186246,4294001,98,0000000000000180
3198067,6214000,98,2C004000003A0B00
3213146,4394100,98,7EB7EA0003FD8000
3226185,4214001,98,0000905505331F00
3229065,63D4000,98,565B000006C00000
3232364,4394000,98,00000043
3236304,4294001,98,0000000000000180
3239184,421400B,98,00863E0440000000
3250605,4214006,98,0000000000000000
3258064,6254000,98,80FFFF00FFFFFF00
3265945,C054003,98,1781CAE188E70000
3276143,4214001,98,0000905505331F00
3286263,4294001,98,0000000000000180
3313022,4394100,98,7EA7EB0003FE0000
3326161,4214001,98,00009055052F1F00
3329101,6314000,98,0000000000000000
3331980,621401A,98,0005010000000000
3334121,4394000,98,00000043
3337040,4294001,98,0000000000000180
3339921,421400B,98,00863E0440000000
3350601,4214006,98,0000000000000000
3366040,6314003,98,2010300000000000
3370060,621400A,98,0000
3376160,4214001,98,00009055052F1F00
3382839,2214000,98,806800000000
3386259,4294001,98,0000000000000180
3413138,4394100,98,7EC7EA0003FE0000
3426198,4214001,98,00009055053E1F00
3432378,4394000,98,00000043
3436278,4294001,98,0000000000000180
3439158,421400B,98,00863E0440000000
3448057,6214000,98,2C004000003A0B00
3450977,4214006,98,0000000000000000
3465997,A3D4003,98,2CA5100370000000
3473136,6284000,98,0000000000000000
3476195,4214001,98,00009055053E1F00
3486276,4294001,98,0000000000000180
3508054,6254000,98,80FFFF00FFFFFF00
3513054,4394100,98,7EB7EA0003FE0000
3526235,4214001,98,00009055053E1F00
3532315,4394000,98,00000043
3536334,4294001,98,0000000000000180
3539213,421400B,98,00863E0440000000
3550413,4214006,98,0000000000000000
3565953,A354003,98,2CA5100370000000
3576233,4214001,98,00009055052F1F00
3579172,6314000,98,0000000000000000
3582051,621401A,98,0005010000000000
3586332,4294001,98,0000000000000180
3613010,4394100,98,7EB7EB0003FD8000
3626191,4214001,98,00009055052F1F00
3632310,4394000,98,00000043
3634850,2214000,98,806800000000
3637730,421400B,98,00863E0440000000
3640651,4294001,98,0000000000000180
3650609,4214006,98,0000000000000000
3666049,A194003,98,0000400000000000
3676389,4214001,98,00009055052C1F00
3679228,6264000,98,0B1ED07FC3262800
3686308,4294001,98,0000000000000180
3698048,6214000,98,2C004000003A0B00
3713047,4394100,98,7EA7EA0003FE0000
