Time, ID, Bus, Data
153839515,4214006,98,0000000000000000
153843915,621400A,98,0000
153846734,6314003,98,A210300080800000
153860893,4214001,98,0000916005AC2100
153867432,2214000,98,806800000000
153870813,4294001,98,0000000000000180
153897811,4394100,98,7E97EA0003FD8000
153910652,4214001,98,0000916005A52100
153917092,4394000,98,00000043
153920991,4294001,98,0000000000000180
153923872,421400B,98,00863E0440000000
153932810,6214000,98,28004000003A0B00
153937931,4214006,98,0000000000000000
153946290,A3D4003,98,2CA5100380000000
153957850,6284000,98,0000000000000000
153960830,4214001,98,0000916005A52100
153970970,4294001,98,0000000000000180
153992570,6254000,98,80FFFF00FFFFFF00
153997648,4394100,98,7EB7EB0003FE0000
154010848,4214001,98,0000916005A52100
154016968,4394000,98,00000043
154020968,4294001,98,0000000000000180
154023850,421400B,98,00863E0440000000
154039327,4214006,98,0000000000000000
154046307,A354003,98,2CA5100380000000
154057667,621401A,98,8005010000000000
154060867,4214001,98,00009160058F2100
154063807,6314000,98,0000000000000000
154070867,4294001,98,0000000000000180
154097705,4394100,98,7EC7EB0003FD8000
154110745,4214001,98,0000916005732000
154116964,4394000,98,00000043
154119504,2214000,98,806800000000
154122384,421400B,98,00863E0440000000
154125324,4294001,98,0000000000000180
154139324,4214006,98,0000000000000000
154146343,A194003,98,0000400000000000
154160844,4214001,98,0000916005732000
154163624,6264000,98,0B1ECF7FB3212000
154170963,4294001,98,0000000000000180
154182581,6214000,98,28004000003A0B00
154197681,4394100,98,7EB7EA0003FD8000
154210800,4214001,98,0000916005732100
154213680,63D4000,98,565B000006C00000
154216940,4394000,98,00000043
154221141,4294001,98,0000000000000180
154224021,421400B,98,00863E0440000000
154239540,4214006,98,0000000000000000
154242580,6254000,98,80FFFF00FFFFFF00
154246261,C394003,98,C202000008016000
154249140,621401A,98,0005010000000000
154260881,4214001,98,0000916005682000
154270861,4294001,98,0000000000000180
154281440,C3D4000,98,1E11
154297719,4394100,98,7EC7EB0003FD8000
154307479,621401A,98,0005010000000000
154310779,4214001,98,0000916005682000
154313720,6314000,98,0000000000000000
154316959,4394000,98,00000043
154320959,4294001,98,0000000000000180
154323837,421400B,98,00863E0440000000
154334398,E094000,98,001E04401C4B
154337978,4214006,98,0000000000000000
154340217,E094003,98,001E
154343238,E094020,98,000A
154345018,E09400A,98,001E
154347839,6314003,98,A210300080800000
154349618,621400A,98,0000
154351758,6314020,98,1000009C
154353538,E09401A,98,001E
154360839,4214001,98,00009160054C2000
154367478,2214000,98,806800000000
154370957,4294001,98,0000000000000180
154397816,4394100,98,7EA7EC0003FE0000
154410837,4214001,98,00009160054C2000
154417016,4394000,98,00000043
154420955,4294001,98,0000000000000180
154423836,421400B,98,00863E0440000000
154432635,6214000,98,2C004000003A0B00
154437916,4214006,98,0000000000000000
154457754,6284000,98,0000000000000000
154460894,4214001,98,0000906005482000
154471075,4294001,98,0000000000000180
154492553,6254000,98,80FFFF00FFFFFF00
154497693,4394100,98,7EA7EA0003FE0000
154507754,2294000,98,0000000000000000
154511052,4214001,98,0000906005482000
154516932,4394000,98,00000043
154520973,4294001,98,0000000000000180
154523852,421400B,98,00863E0440000000
154537872,4214006,98,0000000000000000
154557472,621401A,98,0005010000000000
154560932,4214001,98,0000906005482000
154563872,6314000,98,0000000000000000
154570971,4294001,98,0000000000000180
154597711,4394100,98,7EB7EA0003FE0000
154610891,4214001,98,0000906005452000
154616951,4394000,98,00000043
154619491,2214000,98,806800000000
154622370,421400B,98,00863E0440000000
154625311,4294001,98,0000000000000180
154637870,4214006,98,0000000000000000
154645890,C214003,98,004104012013
154656329,6314003,98,2010300000000000
154660867,4214001,98,0000906005452000
154663648,6264000,98,0A1ED07FB3222000
154671068,4294001,98,0000000000000180
154682568,6214000,98,2C004000003A0B00
154697667,4394100,98,7EA7EA0003FD8000
154710967,4214001,98,0000906005372000
154713867,63D4000,98,565B000006C00000
154716927,4394000,98,00000043
154720946,4294001,98,0000000000000180
154723827,421400B,98,00863E0440000000
154737866,4214006,98,0000000000000000
154742546,6254000,98,80FFFF00FFFFFF00
154746225,C054003,98,1781CAE188E70000
154760826,4214001,98,0000906005372000
154770945,4294001,98,0000000000000180
154797664,4394100,98,7EC7EB0003FD8000
154807463,621401A,98,0005010000000000
154810823,4214001,98,0000906005372000
154813763,6314000,98,0000000000000000
154817043,4394000,98,00000043
154820943,4294001,98,0000000000000180
154823823,421400B,98,00863E0440000000
154837902,4214006,98,0000000000000000
154843942,621400A,98,0000
154846843,6314003,98,2010300000000000
154860841,4214001,98,0000906005252000
154867482,2214000,98,806800000000
154871382,4294001,98,0000000000000180
154897681,4394100,98,7EA7EA0003FC8000
154910980,4214001,98,0000906005252000
154916940,4394000,98,00000043
154920959,4294001,98,0000000000000180
154923839,421400B,98,00863E0440000000
154932559,6214000,98,2C004000003A0B00
154939299,4214006,98,0000000000000000
154946279,A3D4003,98,2CA5100380000000
154957720,6284000,98,0000000000000000
154960899,4214001,98,00009060051E2000
154970999,4294001,98,0000000000000180
154992538,6254000,98,80FFFF00FFFFFF00
154997639,4394100,98,7EB7EC0003FC8000
155010956,4214001,98,00009060051E2000
155016938,4394000,98,00000043
155021016,4294001,98,0000000000000180
155023897,421400B,98,00863E0440000000
155037857,4214006,98,0000000000000000
155046296,A354003,98,2CA5100380000000
155057656,621401A,98,0005010000000000
155060895,4214001,98,0000906005172000
155063836,6314000,98,0000000000000000
155071056,4294001,98,0000000000000180
155097634,4394100,98,7EC7EA0003FD8000
155110972,4214001,98,0000906005172000
155116913,4394000,98,00000043
155119453,2214000,98,806800000000
155122332,421400B,98,00863E0440000000
155125253,4294001,98,0000000000000180
155139353,4214006,98,0000000000000000
155146332,A194003,98,0000400000000000
155161352,4214001,98,0000906005132000
155164152,6264000,98,0A1ECF7F93241F00
155170992,4294001,98,0000000000000180
155182550,6214000,98,2C004000003A0B00
155197651,4394100,98,7EB7EA0003FC8000
155210911,4214001,98,0000906005132000
155213790,63D4000,98,565B000006C00000
155216911,4394000,98,00000043
155220991,4294001,98,0000000000000180
155223869,421400B,98,00863E0440000000
155237849,4214006,98,0000000000000000
155242529,6254000,98,80FFFF00FFFFFF00
155246250,C394003,98,C202000008016000
155260908,4214001,98,0000906005132000
155271047,4294001,98,0000000000000180
155281468,C3D4000,98,1E11
155297767,4394100,98,7EC7EA0003FD8000
155307446,621401A,98,0005010000000000
155310986,4214001,98,0000906005082000
155313927,6314000,98,0000000000000000
155317047,4394000,98,00000043
155321006,4294001,98,0000000000000180
155323886,421400B,98,00863E0440000000
155334266,E094000,98,001E04401C4B
155337846,4214006,98,0000000000000000
155340205,E094003,98,001E
155343226,E094020,98,000A
155345005,E09400A,98,001E
155347905,6314003,98,2010300000000000
155349685,621400A,98,0000
155351786,6314020,98,1800009C
155353565,E09401A,98,001E
155360964,4214001,98,0000906005082000
155367384,2214000,98,806800000000
155371024,4294001,98,0000000000000180
155397624,4394100,98,7EA7EB0003FD8000
155410924,4214001,98,0000906004F72000
155416902,4394000,98,00000043
155421024,4294001,98,0000000000000180
155423902,421400B,98,00863E0440000000
155432541,6214000,98,2C004000003A0B00
155437841,4214006,98,0000000000000000
155457702,6284000,98,0000000000000000
155460962,4214001,98,0000906004F72000
155471081,4294001,98,0000000000000180
155492539,6254000,98,80FFFF00FFFFFF00
155497619,4394100,98,7EC7EA0003FD8000
155507723,2294000,98,0000000000000000
155511039,4214001,98,0000906004F01F00
155516899,4394000,98,00000043
155521039,4294001,98,0000000000000180
155523919,421400B,98,00863E0440000000
155537838,4214006,98,0000000000000000
155557456,621401A,98,0005010000000000
155560956,4214001,98,0000906004F02000
155563896,6314000,98,0000000000000000
155571156,4294001,98,0000000000000180
155597636,4394100,98,7EA7EA0003FD8000
155610975,4214001,98,0000906004F02000
155616894,4394000,98,00000043
155619434,2214000,98,806800000000
155622314,421400B,98,00863E0440000000
155625235,4294001,98,0000000000000180
155637834,4214006,98,0000000000000000
155645874,C214003,98,004104012013
155660974,4214001,98,0000906004F02000
155663773,6264000,98,0A1ED07FB3222000
155671052,4294001,98,0000000000000180
155682532,6214000,98,2C004000003A0B00
155697613,4394100,98,7EA7EB0003FD8000
155711011,4214001,98,0000906004F01F00
155713891,63D4000,98,565B000006C00000
155716891,4394000,98,00000043
155721071,4294001,98,0000000000000180
155723950,421400B,98,00863E0440000000
155737791,4214006,98,0000000000000000
155742510,6254000,98,80FFFF00FFFFFF00
155746211,C054003,98,1781CAE188E70000
155760990,4214001,98,0000906004D71F00
155771070,4294001,98,0000000000000180
155797749,4394100,98,7EC7EB0003FD8000
155807448,621401A,98,0005010000000000
155810968,4214001,98,0000906004D72000
155813908,6314000,98,0000000000000000
155816988,4394000,98,00000043
155821068,4294001,98,0000000000000180
155823948,421400B,98,00863E0440000000
