Time [s], Analyzer Name, Decoded Protocol Result
0.077313520000000,CAN,Data Field Byte: '0' (0x00)
0.077403520000000,CAN,Data Field Byte: '3' (0x03)
0.077503520000000,CAN,Data Field Byte: '255' (0xFF)
0.077603520000000,CAN,Data Field Byte: '128' (0x80)
0.077693520000000,CAN,Data Field Byte: '0' (0x00)
0.077793520000000,CAN,CRC value: '24975' (0x618F)
0.077953520000000,CAN,ACK
0.081653380000000,CAN,Extended CAN Identifier: '36257792' (0x02294000)
0.082023380000000,CAN,Control Field: '8' (0x8) bytes
0.082063380000000,CAN,Data Field Byte: '0' (0x00)
0.082163380000000,CAN,Data Field Byte: '0' (0x00)
0.082253380000000,CAN,Data Field Byte: '0' (0x00)
0.082353380000000,CAN,Data Field Byte: '0' (0x00)
0.082453380000000,CAN,Data Field Byte: '0' (0x00)
0.082543380000000,CAN,Data Field Byte: '0' (0x00)
0.082643380000000,CAN,Data Field Byte: '0' (0x00)
0.082733380000000,CAN,Data Field Byte: '0' (0x00)
0.082833380000000,CAN,CRC value: '6030' (0x178E)
0.082993380000000,CAN,ACK
0.086643260000000,CAN,Extended CAN Identifier: '70860800' (0x04394000)
0.087013260000000,CAN,Control Field: '4' (0x4) bytes
0.087053260000000,CAN,Data Field Byte: '0' (0x00)
0.087153260000000,CAN,Data Field Byte: '0' (0x00)
0.087243260000000,CAN,Data Field Byte: '0' (0x00)
0.087343260000000,CAN,Data Field Byte: C (0x43)
0.087423260000000,CAN,CRC value: '22436' (0x57A4)
0.087583260000000,CAN,ACK
0.088083220000000,CAN,Extended CAN Identifier: '69287937' (0x04214001)
0.088443220000000,CAN,Control Field: '8' (0x8) bytes
0.088483220000000,CAN,Data Field Byte: '0' (0x00)
0.088583220000000,CAN,Data Field Byte: '2' (0x02)
0.088673220000000,CAN,Data Field Byte: '208' (0xD0)
0.088753220000000,CAN,Data Field Byte: '130' (0x82)
0.088843220000000,CAN,Data Field Byte: '3' (0x03)
0.088933220000000,CAN,Data Field Byte: { (0x7B)
0.089013220000000,CAN,Data Field Byte: '23' (0x17)
0.089093220000000,CAN,Data Field Byte: '0' (0x00)
0.089183220000000,CAN,CRC value: '3606' (0x0E16)
0.089353220000000,CAN,ACK
0.093083100000000,CAN,Extended CAN Identifier: '69812225' (0x04294001)
0.093443100000000,CAN,Control Field: '8' (0x8) bytes
0.093483100000000,CAN,Data Field Byte: '0' (0x00)
0.093583100000000,CAN,Data Field Byte: '0' (0x00)
0.093673100000000,CAN,Data Field Byte: '0' (0x00)
0.093773100000000,CAN,Data Field Byte: '0' (0x00)
0.093873100000000,CAN,Data Field Byte: '0' (0x00)
0.093963100000000,CAN,Data Field Byte: '0' (0x00)
0.094063100000000,CAN,Data Field Byte: '1' (0x01)
0.094153100000000,CAN,Data Field Byte: '128' (0x80)
0.094243100000000,CAN,CRC value: '14432' (0x3860)
0.094413100000000,CAN,ACK
0.109192700000000,CAN,Extended CAN Identifier: '103890944' (0x06314000)
0.109562700000000,CAN,Control Field: '8' (0x8) bytes
0.109602700000000,CAN,Data Field Byte: '0' (0x00)
0.109702700000000,CAN,Data Field Byte: '0' (0x00)
0.109792700000000,CAN,Data Field Byte: '0' (0x00)
0.109892700000000,CAN,Data Field Byte: '0' (0x00)
0.109992700000000,CAN,Data Field Byte: '0' (0x00)
0.110082700000000,CAN,Data Field Byte: '0' (0x00)
0.110182700000000,CAN,Data Field Byte: '0' (0x00)
0.110272700000000,CAN,Data Field Byte: '0' (0x00)
0.110372700000000,CAN,CRC value: '10610' (0x2972)
0.110532700000000,CAN,ACK
0.113082600000000,CAN,Extended CAN Identifier: '69287937' (0x04214001)
0.113442600000000,CAN,Control Field: '8' (0x8) bytes
0.113482600000000,CAN,Data Field Byte: '0' (0x00)
0.113582600000000,CAN,Data Field Byte: '2' (0x02)
0.113672600000000,CAN,Data Field Byte: '208' (0xD0)
0.113752600000000,CAN,Data Field Byte: '130' (0x82)
0.113842600000000,CAN,Data Field Byte: '3' (0x03)
0.113932600000000,CAN,Data Field Byte: ~ (0x7E)
0.114022600000000,CAN,Data Field Byte: '23' (0x17)
0.114102600000000,CAN,Data Field Byte: '0' (0x00)
0.114192600000000,CAN,CRC value: '13664' (0x3560)
0.114362600000000,CAN,ACK
0.118092480000000,CAN,Extended CAN Identifier: '69812225' (0x04294001)
0.118452480000000,CAN,Control Field: '8' (0x8) bytes
0.118492480000000,CAN,Data Field Byte: '0' (0x00)
0.118592480000000,CAN,Data Field Byte: '0' (0x00)
0.118682480000000,CAN,Data Field Byte: '0' (0x00)
0.118782480000000,CAN,Data Field Byte: '0' (0x00)
0.118882480000000,CAN,Data Field Byte: '0' (0x00)
0.118972480000000,CAN,Data Field Byte: '0' (0x00)
0.119072480000000,CAN,Data Field Byte: '1' (0x01)
0.119162480000000,CAN,Data Field Byte: '128' (0x80)
0.119252480000000,CAN,CRC value: '14432' (0x3860)
0.119422480000000,CAN,ACK
0.119552440000000,CAN,Extended CAN Identifier: '69287947' (0x0421400B)
0.119912440000000,CAN,Control Field: '8' (0x8) bytes
0.119952440000000,CAN,Data Field Byte: '0' (0x00)
0.120052440000000,CAN,Data Field Byte: '134' (0x86)
0.120132440000000,CAN,Data Field Byte: > (0x3E)
0.120222440000000,CAN,Data Field Byte: '4' (0x04)
0.120312440000000,CAN,Data Field Byte: '0' (0x00)
0.120412440000000,CAN,Data Field Byte: '0' (0x00)
0.120502440000000,CAN,Data Field Byte: '0' (0x00)
0.120602440000000,CAN,Data Field Byte: '0' (0x00)
0.120692440000000,CAN,CRC value: '6188' (0x182C)
0.120872440000000,CAN,ACK
0.121682380000000,CAN,Extended CAN Identifier: '69287942' (0x04214006)
0.122042380000000,CAN,Control Field: '8' (0x8) bytes
