Time Stamp,ID,Bus,Data
0.263139440000000,35733504,2,006800000000
0.265639600000000,69287937,2,0002D08203851700
0.268129320000000,103890947,2,2010300000000000
0.269589280000000,69812225,2,0000000000000180
0.271679240000000,69287947,2,00863E0400000000
0.276639100000000,69287942,2,0000000000000000
0.286638860000000,70861056,2,7EA7EA0003FF8000
0.288118820000000,70860800,2,00000043
0.293118700000000,69287937,2,0002D08203901700
0.294578660000000,69812225,2,0000000000000180
0.306648360000000,102842368,2,2C00400000380B00
0.313118180000000,103301120,2,0000000000000000
0.315638460000000,69287937,2,0002D08203901700
0.318128680000000,171786243,2,2CA51005C0000000
0.319598640000000,69812225,2,0000000000000180
0.321678600000000,69287947,2,00863E0400000000
0.324188540000000,69287942,2,0000000000000000
0.326638480000000,103104512,2,80FFFF00FFFFFF00
0.336648220000000,70861056,2,7EA7EA0003FF8000
0.338128180000000,70860800,2,00000043
0.343128060000000,69287937,2,0002D08203901700
0.359197660000000,69812225,2,0000000000000180
0.363127560000000,103890944,2,0000000000000000
0.365637840000000,69287937,2,0002D08203941700
0.368138060000000,171261955,2,2CA51005C0000000
0.369608020000000,69812225,2,0000000000000180
0.371707960000000,69287947,2,00863E0400000000
0.376667840000000,69287942,2,0000000000000000
0.378548100000000,70861056,2,7EA7EA0003FF8000
0.386698200000000,102842394,2,0005010000000000
0.387768180000000,70860800,2,00000043
0.389048160000000,35733504,2,006800000000
0.393138040000000,69287937,2,0002D08203941800
0.409237640000000,69812225,2,0000000000000180
0.413137540000000,103170048,2,071ED87FF01B1D00
0.415637700000000,69287937,2,0002D08203941800
0.418147420000000,169426947,2,0000400000000000
0.419607380000000,69812225,2,0000000000000180
0.421057340000000,69287947,2,00863E0400000000
0.422487300000000,102842368,2,2C00400000380B00
0.426657200000000,69287942,2,0000000000000000
0.434187020000000,70861056,2,7EB7EA0003FF8000
0.436636960000000,104677376,2,575B00000DC00000
0.438146920000000,70860800,2,00000043
0.443156780000000,69287937,2,0002D08203AC1700
0.449186640000000,69812225,2,0000000000000180
0.463156280000000,103104512,2,80FFFF00FFFFFF00
0.465636080000000,69287937,2,0002D08203AC1700
0.468156160000000,205078531,2,C202000008016000
0.469616120000000,69812225,2,0000000000000180
0.471676080000000,69287947,2,00863E0400000000
0.476635940000000,69287942,2,0000000000000000
0.484185760000000,70861056,2,7EA7EA0003FF8000
0.486635700000000,103890944,2,0000000000000000
0.488185660000000,70860800,2,00000043
0.492605540000000,69287937,2,0002D08203AC1800
0.493835520000000,235487232,2,001E04401C4B
0.495375420000000,69812225,2,0000000000000180
0.496265500000000,235487242,2,001E
0.497155460000000,235487235,2,001E
0.503445640000000,235487264,2,000A
0.504885640000000,102842394,2,0005010000000000
0.510365140000000,235487258,2,001E
0.511645060000000,102842378,2,0400
0.513155020000000,35733504,2,006800000000
0.515634960000000,69287937,2,0002D08203941800
0.518164900000000,103890947,2,2010300000000000
0.519624860000000,69812225,2,0000000000000180
0.521674820000000,69287947,2,00863E0400000000
0.526634680000000,69287942,2,0000000000000000
0.533074940000000,70861056,2,7EB7EA0003FF8000
0.536635060000000,103890976,2,080000A8
0.538165020000000,70860800,2,00000043
0.543164900000000,69287937,2,0002D08203941800
0.544624860000000,69812225,2,0000000000000180
0.556644560000000,102842368,2,2C00400000380B00
0.563164400000000,103301120,2,0000000000000000
0.568164260000000,69287937,2,0002D08203941800
0.569624220000000,69812225,2,0000000000000180
0.571474180000000,69287947,2,00863E0400000000
0.574184120000000,69287942,2,0000000000000000
0.576634060000000,103104512,2,80FFFF00FFFFFF00
0.581643920000000,70861056,2,7EA7EA0003FE8000
0.586633800000000,36257792,2,0000000000000000
0.588173760000000,70860800,2,00000043
0.593173640000000,69287937,2,0002D08203701800
0.609233240000000,69812225,2,0000000000000180
0.613173140000000,103890944,2,0000000000000000
0.618173000000000,69287937,2,0002D08203701800
0.619632960000000,69812225,2,0000000000000180
0.621742920000000,69287947,2,00863E0400000000
0.626722800000000,69287942,2,0000000000000000
0.628452540000000,70861056,2,7EA7EA0003FE8000
0.636702540000000,102842394,2,0005010000000000
0.637772520000000,70860800,2,00000043
0.639042480000000,35733504,2,006800000000
0.643182380000000,69287937,2,0002D08203701800
0.659201980000000,69812225,2,0000000000000180
0.663181880000000,103170048,2,071ED87FD01B1D00
0.665632060000000,69287937,2,0002D08203501700
0.668181740000000,203505667,2,021804012013
0.669641700000000,69812225,2,0000000000000180
0.671101680000000,69287947,2,00863E0400000000
0.672531640000000,102842368,2,2C00400000380B00
0.676641540000000,69287942,2,0000000000000000
0.684131340000000,70861056,2,7EA7EA0003FE8000
0.686641280000000,104677376,2,575B00000DC00000
0.688191240000000,70860800,2,00000043
0.693191120000000,69287937,2,0002D08203501800
0.699150960000000,69812225,2,0000000000000180
0.713220620000000,103104512,2,80FFFF00FFFFFF00
0.715630440000000,69287937,2,0002D08203501700
0.718220480000000,201670659,2,1781CAE188DF0000
0.719680440000000,69812225,2,0000000000000180
0.721660400000000,69287947,2,00863E0400000000
0.726650280000000,69287942,2,0000000000000000
0.734120080000000,70861056,2,7EB7EA0003FE8000
0.736650020000000,103890944,2,0000000000000000
0.738209980000000,70860800,2,00000043
0.743199860000000,69287937,2,0002D08203501700
0.753450060000000,69812225,2,0000000000000180
0.760349980000000,102842394,2,0005010000000000
0.761650020000000,102842378,2,0400
0.763199980000000,35733504,2,006800000000
0.765630300000000,69287937,2,0002D082033B1700
0.768200480000000,103890947,2,2010300000000000
0.769660440000000,69812225,2,0000000000000180
0.771470400000000,69287947,2,00863E0400000000
0.776650260000000,69287942,2,0000000000000000
0.786650020000000,70861056,2,7EA7EA0003FE8000
0.788239980000000,70860800,2,00000043
0.793209840000000,69287937,2,0002D082033B1700
0.794669820000000,69812225,2,0000000000000180
0.806659500000000,102842368,2,2C00400000380B00
0.813209340000000,103301120,2,0000000000000000
0.815639180000000,69287937,2,0002D082033B1700
0.818209220000000,171786243,2,2CA51005C0000000
0.819669180000000,69812225,2,0000000000000180
0.821479140000000,69287947,2,00863E0400000000
0.824119060000000,69287942,2,0000000000000000
0.826659000000000,103104512,2,80FFFF00FFFFFF00
0.836658760000000,70861056,2,7EA7EA0003FF8000
0.838208720000000,70860800,2,00000043
0.843218580000000,69287937,2,0002D08203291700
0.859248180000000,69812225,2,0000000000000180
0.863218080000000,103890944,2,0000000000000000
0.865638060000000,69287937,2,0002D08203291700
0.868217960000000,171261955,2,2CA51005C0000000
0.869677920000000,69812225,2,0000000000000180
0.871487880000000,69287947,2,00863E0400000000
0.876707740000000,69287942,2,0000000000000000
0.878547580000000,70861056,2,7EA7EA0003FE8000
0.886687500000000,102842394,2,0005010000000000
0.887757460000000,70860800,2,00000043
0.889027440000000,35733504,2,006800000000
0.893227320000000,69287937,2,0002D08203291700
0.909126920000000,69812225,2,0000000000000180
0.913226820000000,103170048,2,071ED87FD01D1C00
0.915636920000000,69287937,2,0002D082031E1700
0.918226700000000,169426947,2,0000400000000000
0.919686660000000,69812225,2,0000000000000180
0.921156620000000,69287947,2,00863E0400000000
0.922586580000000,102842368,2,2C00400000380B00
0.926646480000000,69287942,2,0000000000000000
0.934126300000000,70861056,2,7EA7EA0003FF8000
0.936656240000000,104677376,2,575B00000DC00000
0.938236200000000,70860800,2,00000043
0.943256060000000,69287937,2,0002D082031E1700
0.949115920000000,69812225,2,0000000000000180
0.963255560000000,103104512,2,80FFFF00FFFFFF00
0.965635800000000,69287937,2,0002D082031E1700
0.968266060000000,205078531,2,C202000008016000
0.969726020000000,69812225,2,0000000000000180
0.971455980000000,69287947,2,00863E0400000000
0.976655860000000,69287942,2,0000000000000000
0.984115660000000,70861056,2,7EB7EA0003FF8000
0.986655600000000,103890944,2,0000000000000000
0.988235560000000,70860800,2,00000043
0.992625440000000,69287937,2,0002D08203261700
0.993855420000000,235487232,2,001E04401C4B
0.995345680000000,69812225,2,0000000000000180
0.996235720000000,235487242,2,001E
0.997125620000000,235487235,2,001E
1.003445740000000,235487264,2,000A
1.004885740000000,102842394,2,0005010000000000
1.010335400000000,235487258,2,001E
1.011654980000000,102842378,2,0400
1.013244940000000,35733504,2,006800000000
1.015635160000000,69287937,2,0002D08203261700
1.018244800000000,103890947,2,2010300000000000
1.019714760000000,69812225,2,0000000000000180
1.021454720000000,69287947,2,00863E0400000000
1.026654600000000,69287942,2,0000000000000000
1.033084600000000,70861056,2,7EB7EA0003FE8000
1.036654340000000,103890976,2,1000009C
1.038244300000000,70860800,2,00000043
1.043284180000000,69287937,2,0002D08203261700
1.044744140000000,69812225,2,0000000000000180
1.056703840000000,102842368,2,2C00400000380B00
1.063273660000000,103301120,2,0000000000000000
1.068273540000000,69287937,2,0002D082030D1700
1.069733500000000,69812225,2,0000000000000180
1.071473460000000,69287947,2,00863E0400000000
1.074153400000000,69287942,2,0000000000000000
1.076693340000000,103104512,2,80FFFF00FFFFFF00
1.081703200000000,70861056,2,7EC7EA0003FF8000
1.086683080000000,36257792,2,0000000000000000
1.088273040000000,70860800,2,00000043
1.093282920000000,69287937,2,0002D082030D1700
1.109152520000000,69812225,2,0000000000000180
1.113272420000000,103890944,2,0000000000000000
1.118272280000000,69287937,2,0002D082030D1700
1.119732240000000,69812225,2,0000000000000180
1.121472200000000,69287947,2,00863E0400000000
1.126742080000000,69287942,2,0000000000000000
1.128452000000000,70861056,2,7EB7EA0003FF8000
1.136741820000000,102842394,2,0005010000000000
1.137811800000000,70860800,2,00000043
1.139081760000000,35733504,2,006800000000
1.143281660000000,69287937,2,0002D082030D1700
1.159211260000000,69812225,2,0000000000000180
1.163291140000000,103170048,2,071ED87FD01E1D00
1.165631280000000,69287937,2,0002D082030D1700
1.168281020000000,203505667,2,021804012013
1.169740980000000,69812225,2,0000000000000180
1.171190960000000,69287947,2,00863E0400000000
1.172620920000000,102842368,2,2C00400000380B00
1.176790820000000,69287942,2,0000000000000000
1.184240620000000,70861056,2,7EA7EA0003FF8000
1.186800560000000,104677376,2,575B00000DC00000
1.188290520000000,70860800,2,00000043
1.193280400000000,69287937,2,0002D082030D1700
1.199170240000000,69812225,2,0000000000000180
1.213279900000000,103104512,2,80FFFF00FFFFFF00
1.215630160000000,69287937,2,0002D082030D1700
1.218279760000000,201670659,2,1781CAE188DF0000
1.219739720000000,69812225,2,0000000000000180
1.221470320000000,69287947,2,00863E0400000000
1.226690800000000,69287942,2,0000000000000000
1.234120620000000,70861056,2,7EB7EA0003FE8000
1.236660560000000,103890944,2,0000000000000000
1.238280520000000,70860800,2,00000043
1.243280380000000,69287937,2,0002D08203171700
1.253450780000000,69812225,2,0000000000000180
1.260320200000000,102842394,2,0005010000000000
1.261669920000000,102842378,2,0400
1.263289880000000,35733504,2,006800000000
1.265630020000000,69287937,2,0002D08203171700
1.268299760000000,103890947,2,2010300000000000
1.269759720000000,69812225,2,0000000000000180
1.271469680000000,69287947,2,00863E0400000000
1.276669540000000,69287942,2,0000000000000000
1.286669300000000,70861056,2,7EA7EA0003FE8000
1.288309260000000,70860800,2,00000043
1.293319120000000,69287937,2,0002D08203171700
1.294779080000000,69812225,2,0000000000000180
1.306668780000000,102842368,2,2C00400000380B00
1.313288620000000,103301120,2,0000000000000000
1.315628900000000,69287937,2,0002D08203171700
1.318299120000000,171786243,2,2CA51005C0000000
1.319769080000000,69812225,2,0000000000000180
1.321449040000000,69287947,2,00863E0400000000
1.324108980000000,69287942,2,0000000000000000
1.326668900000000,103104512,2,80FFFF00FFFFFF00
1.336668660000000,70861056,2,7EB7EA0003FE8000
1.338298620000000,70860800,2,00000043
1.343308480000000,69287937,2,0002D08203171700
1.359108720000000,69812225,2,0000000000000180
1.363298620000000,103890944,2,0000000000000000
1.365628760000000,69287937,2,0002D08203171700
1.368308480000000,171261955,2,2CA51005C0000000
1.369778440000000,69812225,2,0000000000000180
1.371458400000000,69287947,2,00863E0400000000
1.376668280000000,69287942,2,0000000000000000
1.378548320000000,70861056,2,7E97EA0003FE8000
1.386668020000000,102842394,2,0005010000000000
1.387738000000000,70860800,2,00000043
1.389007960000000,35733504,2,006800000000
1.393307860000000,69287937,2,0002D08203171700
1.409107460000000,69812225,2,0000000000000180
1.413307360000000,103170048,2,071ED87FD01D1D00
1.415637640000000,69287937,2,0002D08203171700
1.418317860000000,169426947,2,0000400000000000
1.419777820000000,69812225,2,0000000000000180
1.421227780000000,69287947,2,00863E0400000000
1.422657740000000,102842368,2,2C00400000380B00
1.426717640000000,69287942,2,0000000000000000
1.434157460000000,70861056,2,7EB7EA0003FE8000
1.436737380000000,104677376,2,575B00000DC00000
1.438307340000000,70860800,2,00000043
1.443317220000000,69287937,2,0002D08203171700
1.449157080000000,69812225,2,0000000000000180
1.463316720000000,103104512,2,80FFFF00FFFFFF00
1.465636500000000,69287937,2,0002D082031B1700
1.468326580000000,205078531,2,C202000008016000
1.469787180000000,69812225,2,0000000000000180
1.471517140000000,69287947,2,00863E0400000000
1.476667000000000,69287942,2,0000000000000000
1.484106820000000,70861056,2,7EC7E90003FF8000
1.486666760000000,103890944,2,0000000000000000
1.488326720000000,70860800,2,00000043
1.492626600000000,69287937,2,0002D082031B1700
1.493856580000000,235487232,2,001E04401C4B
1.495326520000000,69812225,2,0000000000000180
1.496216440000000,235487242,2,001E
1.497116760000000,235487235,2,001E
1.503457080000000,235487264,2,000A
1.504897100000000,102842394,2,0005010000000000
1.510306860000000,235487258,2,001E
1.511666740000000,102842378,2,0400
1.513346700000000,35733504,2,006800000000
1.515636880000000,69287937,2,0002D082031B1700
1.518357200000000,103890947,2,2010300000000000
1.519817160000000,69812225,2,0000000000000180
1.521447120000000,69287947,2,00863E0400000000
1.526667000000000,69287942,2,0000000000000000
1.533087240000000,70861056,2,7EA7EA0003FF8000
1.536667360000000,103890976,2,1800009C
1.538337320000000,70860800,2,00000043
1.543337200000000,69287937,2,0002D082031B1700
1.544797160000000,69812225,2,0000000000000180
1.556666860000000,102842368,2,2C00400000380B00
1.563336700000000,103301120,2,0000000000000000
1.568346560000000,69287937,2,0002D08203221700
1.569806540000000,69812225,2,0000000000000180
