Finished Iniialization
316143,4214001,98,0000907B032D1700
367121,4214001,98,0000907B032D1700
415958,4214001,98,0000907B03451700
467018,4214001,98,0000907B03451700
515960,4214001,98,0000907B03451700
567058,4214001,98,0000907B03371700
616097,4214001,98,0000907B03371700
667056,4214001,98,0000907B03371700
716135,4214001,98,0000907B033B1700
767073,4214001,98,0000907B033B1700
816012,4214001,98,0000907B033B1700
867011,4214001,98,0000907B032D1700
915889,4214001,98,0000907B032D1700
967008,4214001,98,0000907B032D1700
1015885,4214001,98,0000907B032D1700
1067044,4214001,98,0000907B033E1700
1116183,4214001,98,0000907B033E1700
1167042,4214001,98,0000907B033E1700
1216139,4214001,98,0000907B03341700
1267118,4214001,98,0000907B03341700
1316000,4214001,98,0000907B03341700
1367014,4214001,98,0000907B03341700
1415933,4214001,98,0000907B03341700
1467009,4214001,98,0000907B03341700
1515929,4214001,98,0000907B03341700
1567007,4214001,98,0000907B03341700
1616127,4214001,98,0000907B03341700
1666963,4214001,98,0000907B03341700
1716103,4214001,98,0000907B03341700
1767120,4214001,98,0000907B03341700
1815920,4214001,98,0000907B03341700
1866998,4214001,98,0000907B03341700
1915895,4214001,98,0000907B03341700
1967054,4214001,98,0000907B03341700
2016194,4214001,98,0000907B03421700
2067054,4214001,98,0000907B03421700
2116430,4214001,98,0000907B03421700
2167070,4214001,98,0000907B033E1700
2216609,4214001,98,0000907B033E1700
2267007,4214001,98,0000907B033E1700
2316126,4214001,98,0000907B03501700
2367084,4214001,98,0000907B03501700
2415962,4214001,98,0000907B03501700
2466942,4214001,98,0000907B03371700
2515859,4214001,98,0000907B03371700
2566978,4214001,98,0000907B03371700
2615857,4214001,98,0000907B03371700
2666916,4214001,98,0000907B033B1700
2716053,4214001,98,0000907B033B1700
2766951,4214001,98,0000907B033B1700
2816050,4214001,98,0000907B03421700
2867048,4214001,98,0000907B03421700
2915827,4214001,98,0000907B03421700
2967006,4214001,98,0000907B033E1700
3015863,4214001,98,0000907B033E1700
3066961,4214001,98,0000907B033E1700
3115938,4214001,98,0000907B033B1700
3166937,4214001,98,0000907B033B1700
3216055,4214001,98,0000907B033B1700
3266953,4214001,98,0000907B033B1700
3316031,4214001,98,0000907B033B1700
3367010,4214001,98,0000907B033B1700
3415828,4214001,98,0000907B03291700
3466907,4214001,98,0000907B03291700
3515826,4214001,98,0000907B03291700
3566945,4214001,98,0000907B031E1700
3615923,4214001,98,0000907B031E1700
3666942,4214001,98,0000907B031E1700
3716041,4214001,98,0000907B031E1700
3767020,4214001,98,0000907B03291700
3815978,4214001,98,0000907B03291700
3866897,4214001,98,0000907B03291700
3915793,4214001,98,0000907B03221700
3966914,4214001,98,0000907B03221700
4015830,4214001,98,0000907B03221700
4066949,4214001,98,0000907B033E1700
4116088,4214001,98,0000907B033E1700
4166926,4214001,98,0000907B033E1700
4216025,4214001,98,0000907B03491700
4267024,4214001,98,0000907B03491700
4315881,4214001,98,0000907B03491700
4366941,4214001,98,0000907B03341700
4415799,4214001,98,0000907B03341700
4466877,4214001,98,0000907B03341700
4515795,4214001,98,0000907B03341700
4566895,4214001,98,0000907B03421700
4615993,4214001,98,0000907B03421700
4666891,4214001,98,0000907B03421700
4715989,4214001,98,0000907B034D1700
4766948,4214001,98,0000907B034D1700
4815805,4214001,98,0000907B034D1700
4866904,4214001,98,0000907B03291700
4915824,4214001,98,0000907B03291700
4966901,4214001,98,0000907B03291700
5015799,4214001,98,0000907B03491700
5066856,4214001,98,0000907B03491700
5116055,4214001,98,0000907B03491700
5166955,4214001,98,0000907B033E1700
5215993,4214001,98,0000907B033E1700
5267010,4214001,98,0000907B033E1700
5315789,4214001,98,0000907B033E1700
5366887,4214001,98,0000907B03341700
5415765,4214001,98,0000907B03341700
5466884,4214001,98,0000907B03341700
5515843,4214001,98,0000907B03371700
5566882,4214001,98,0000907B03371700
5615981,4214001,98,0000907B03371700
5666857,4214001,98,0000907B032D1700
5715876,4214001,98,0000907B032D1700
5766855,4214001,98,0000907B032D1700
5815755,4214001,98,0000907B032D1700
5866812,4214001,98,0000907B032D1700
5915750,4214001,98,0000907B032D1700
5966849,4214001,98,0000907B032D1700
6015967,4214001,98,0000907B032D1700
6066844,4214001,98,0000907B032D1700
6115943,4214001,98,0000907B032D1700
6166981,4214001,98,0000907B033B1700
6215821,4214001,98,0000907B033B1700
6266841,4214001,98,0000907B033B1700
6315738,4214001,98,0000907C03421700
6366859,4214001,98,0000907C03421700
6415736,4214001,98,0000907C03421700
6466815,4214001,98,0000907C03421700
6515955,4214001,98,0000907C03421700
6566853,4214001,98,0000907C03421700
6615951,4214001,98,0000907C033B1700
6666930,4214001,98,0000907C033B1700
6715790,4214001,98,0000907C033B1700
6766847,4214001,98,0000907C033E1700
6815785,4214001,98,0000907C033E1700
6866843,4214001,98,0000907C033E1700
6915802,4214001,98,0000907C033E1700
6966822,4214001,98,0000907C03451700
7015919,4214001,98,0000907C03451700
7066819,4214001,98,0000907C03451700
7115978,4214001,98,0000907C03301700
7166897,4214001,98,0000907C03301700
7215736,4214001,98,0000907C03301700
7266795,4214001,98,0000907C03301700
7315732,4214001,98,0000907C03301700
7366834,4214001,98,0000907C03301700
7415791,4214001,98,0000907C03421700
7466810,4214001,98,0000907C03421700
7515927,4214001,98,0000907C03421700
7566826,4214001,98,0000907C03341700
7615866,4214001,98,0000907C03341700
7666865,4214001,98,0000907C03341700
7715743,4214001,98,0000907C03341600
7766820,4214001,98,0000907C03221700
7815739,4214001,98,0000907C03221700
7866838,4214001,98,0000907C03221700
7915896,4214001,98,0000907C03371700
7966754,4214001,98,0000907C03371700
8015934,4214001,98,0000907C03371700
8066871,4214001,98,0000907C03771800
8115770,4214001,98,0000907C03771A00
8166829,4214001,98,0000907C03771C00
8215786,4214001,98,0000907C07E71E00
8266805,4214001,98,0000907C07E71F00
8315824,4214001,98,0000907C09042000
8366822,4214001,98,0000907C09042000
8415940,4214001,98,0000907C09042000
8466777,4214001,98,0000907C07081E00
8515917,4214001,98,0000907C07081E00
8566875,4214001,98,0000907C05251D00
8615833,4214001,98,0000907C05251B00
8666692,4214001,98,0000907C05251A00
8715870,4214001,98,0000907C03F01B00
8766771,4214001,98,0000907C03F01C00
8815927,4214001,98,0000907C050C1F00
8866687,4214001,98,0000907C050C2300
8915866,4214001,98,0000907C050C2900
8966763,4214001,98,0000907C0EFA3300
