26383318,4214006,0000000000000000
26386319,C054003,1781CAE188D70000
26389139,4214001,0100807F034D1700
26392017,6254000,80FFFF00FFFFFF00
26396898,4294001,0000000000000180
26436457,4214001,0100807F034D1700
26444656,4394100,7EA7EC0003FF8000
26447536,421400B,00863E0440000000
26450456,4294001,0000000000000180
26459655,6314000,0000000000000000
26462536,621401A,0005010000000000
26464676,4394000,00000043
26483376,4214006,0000000000000000
26485156,621400A,0000
26487995,4214001,0100807F03541700
26490894,6314003,2010300000000000
26496734,4294001,0000000000000180
26514275,2214000,806800000000
26536393,4214001,0100807F03541700
26544634,4394100,7EA7EC0003FF8000
26547513,421400B,00863E0440000000
26550433,4294001,0000000000000180
26563873,4394000,00000043
26579552,6214000,2800400000360B00
26583313,4214006,0000000000000000
26586413,A3D4003,2CA5100010000000
26589253,4214001,0100807F03541700
26596733,4294001,0000000000000180
26604673,6284000,0000000000000000
26636393,4214001,0100807F03541700
26639592,6254000,80FFFF00FFFFFF00
26644593,4394100,7E97EB0003FF8000
26647473,421400B,00863E0440000000
26650393,4294001,0000000000000180
26663870,4394000,00000043
26683351,4214006,0000000000000000
26686370,A354003,2CA5100010000000
26689191,4214001,0100807F03421700
26696972,4294001,0000000000000180
26709649,6314000,0000000000000000
26712530,621401A,0005010000000000
26736630,4214001,0100807F03421700
26744608,4394100,7EB7EB0003FF8000
26747489,421400B,00863E0440000000
26750409,4294001,0000000000000180
26763868,4394000,00000043
26766409,2214000,806800000000
26783308,4214006,0000000000000000
26786447,A194003,0000400000000000
26789268,4214001,0100807F03421700
26796968,4294001,0000000000000180
26809527,6264000,071ED87FF31E1F00
26829565,6214000,2800400000360B00
26836627,4214001,0100807F03501700
26844666,4394100,7EB7EB0003FF8000
26847546,421400B,00863E0440000000
26850466,4294001,0000000000000180
26859665,63D4000,5B5A00000BC00000
26863946,4394000,00000043
26883285,4214006,0000000000000000
26886365,C394003,C202000008016000
26889225,4214001,0100807F03501700
26892105,6254000,80FFFF00FFFFFF00
26896865,4294001,0000000000000180
26936424,4214001,0100807F03501700
26944604,4394100,7EA7EB0003FF8000
26947484,421400B,00863E0440000000
26950403,4294001,0000000000000180
26959642,6314000,0000000000000000
26962523,621401A,0005010000000000
26964663,4394000,00000043
26976023,E094000,000E04401C4B
26979784,E094020,000A
26981563,E094003,001E
26984483,4214006,0000000000000000
26987303,4214001,0100807F03421700
26990204,6314003,2010300000000000
26992303,6314020,1800009C
26994082,E09400A,001E
26997002,4294001,0000000000000180
26998783,621400A,0000
27000563,E09401A,001E
27002342,E094024,001A
27014261,2214000,806800000000
27036360,4214001,0100807F03421700
27044642,4394100,7EC7EC0003FF8000
27047521,421400B,00863E0440000000
27050440,4294001,0000000000000180
27063859,4394000,00000043
27079539,6214000,2800400000360B00
27083259,4214006,0000000000000000
27086400,4214001,0100807F03421700
27096719,4294001,0000000000000180
27104659,6284000,0000000000000000
27136458,4214001,0100807F033E1700
27139577,6254000,80FFFF00FFFFFF00
27144419,6314024,0000000000000000
27147317,4394100,7EA7EC0003FF8000
27150197,421400B,00863E0440000000
27153117,4294001,0000000000000180
27156057,2294000,0000000000000000
27163857,4394000,00000043
27183315,4214006,0000000000000000
27186716,4214001,0100807F033E1700
27196936,4294001,0000000000000180
27209635,6314000,0000000000000000
27212515,621401A,0005010000000000
27236695,4214001,0100807F033E1700
27244614,4394100,7EA7EA0003FF8000
27247494,421400B,00863E0440000000
27250414,4294001,0000000000000180
27263855,4394000,00000043
27266394,2214000,806800000000
27283274,4214006,0000000000000000
27285974,C214003,000101012013
27288774,4214001,0100807F03371700
27296933,4294001,0000000000000180
27309592,6264000,071ED87FF31F2000
27329613,6214000,2800400000360B00
27336553,4214001,0100807F03371700
27344673,4394100,7EA7EB0003FF8000
27347553,421400B,00863E0440000000
27350473,4294001,0000000000000180
27359651,63D4000,5B5A00000BC00000
27363952,4394000,00000043
27383330,4214006,0000000000000000
27386310,C054003,1781CAE188D70000
27389111,4214001,0100807F03371700
27391992,6254000,80FFFF00FFFFFF00
27396749,4294001,0000000000000180
27436350,4214001,0100807F03491700
27444589,4394100,7EA7EB0003FF8000
27447468,421400B,00863E0440000000
27450389,4294001,0000000000000180
27459628,6314000,0000000000000000
27462509,621401A,0005010000000000
27464649,4394000,00000043
27483287,4214006,0000000000000000
27485068,621400A,0000
27487887,4214001,0100807F03491700
27490787,6314003,2010300000000000
27496707,4294001,0000000000000180
27514248,2214000,806800000000
27536346,4214001,0100807F03491700
27544607,4394100,7EA7EC0003FF8000
27547486,421400B,00863E0440000000
27550406,4294001,0000000000000180
27563845,4394000,00000043
27579524,6214000,2800400000360B00
27583265,4214006,0000000000000000
27586405,A3D4003,2CA5100010000000
27589225,4214001,0100807F03491700
27596865,4294001,0000000000000180
27604643,6284000,0000000000000000
27636483,4214001,0100807F03421700
27639563,6254000,80FFFF00FFFFFF00
27644583,4394100,7EA7EB0003FF8000
27647463,421400B,00863E0440000000
27650382,4294001,0000000000000180
27663842,4394000,00000043
27683262,4214006,0000000000000000
27686361,A354003,2CA5100010000000
27689182,4214001,0100807F03421700
27696922,4294001,0000000000000180
27709621,6314000,0000000000000000
27712502,621401A,0005010000000000
27736602,4214001,0100807F03421700
27744581,4394100,7EA7EB0003FF8000
27747461,421400B,00863E0440000000
27750380,4294001,0000000000000180
27763841,4394000,00000043
27766381,2214000,806800000000
27783242,4214006,0000000000000000
27786441,A194003,0000400000000000
27789300,4214001,0100807F03501700
27796921,4294001,0000000000000180
27809600,6264000,071ED87FF31E1F00
27829600,6214000,2800400000360B00
27836520,4214001,0100807F03501700
27844680,4394100,7EA7EC0003FE8000
27847560,421400B,00863E0440000000
27850480,4294001,0000000000000180
27859600,63D4000,5B5A00000BC00000
27863880,4394000,00000043
27883318,4214006,0000000000000000
27886358,C394003,C202000008016000
27889218,4214001,0100807F03501700
27892098,6254000,80FFFF00FFFFFF00
27896699,4294001,0000000000000180
27936317,4214001,0100807F03571700
27944557,4394100,7EB7EC0003FF8000
27947437,421400B,00863E0440000000
27950357,4294001,0000000000000180
27959617,6314000,0000000000000000
27962495,621401A,0005010000000000
27964635,4394000,00000043
27975974,E094000,000E04401C4B
27979795,E094020,000A
27981575,E094003,001E
27984494,4214006,0000000000000000
27987295,4214001,0100807F03571700
27990195,6314003,2010300000000000
27992316,6314020,00000094
27994097,E09400A,001E
27997015,4294001,0000000000000180
27998795,621400A,0000
28000575,E09401A,001E
28002354,E094024,001A
28014235,2214000,806800000000
28036314,4214001,0100807F03571700
28044553,4394100,7EA7EB0003FF8000
28047434,421400B,00863E0440000000
28050353,4294001,0000000000000180
28063814,4394000,00000043
28079514,6214000,2800400000360B00
28083293,4214006,0000000000000000
28086373,4214001,0100807F035B1700
28096812,4294001,0000000000000180
28104632,6284000,0000000000000000
28136531,4214001,0100807F035B1700
28139551,6254000,80FFFF00FFFFFF00
28144412,6314024,0000000000000000
28147291,4394100,7E87EB0003FF8000
28150171,421400B,00863E0440000000
28153092,4294001,0000000000000180
28156031,2294000,0000000000000000
28163810,4394000,00000043
28183250,4214006,0000000000000000
28186609,4214001,0100807F035B1700
28196910,4294001,0000000000000180
28209608,6314000,0000000000000000
28212489,621401A,0005010000000000
28236648,4214001,0100807F03501700
28244568,4394100,7EA7EB0003FF8000
28247448,421400B,00863E0440000000
28250367,4294001,0000000000000180
28263868,4394000,00000043
28266406,2214000,806800000000
28283247,4214006,0000000000000000
28285967,C214003,000101012013
28288827,4214001,0100807F03501700
28296866,4294001,0000000000000180
28309546,6264000,071ED87FF31D1F00
28329586,6214000,2800400000360B00
28336465,4214001,0100807F03501700
28344624,4394100,7EB7EB0003FF8000
28347504,421400B,00863E0440000000
28350424,4294001,0000000000000180
28359545,63D4000,5B5A00000BC00000
28363824,4394000,00000043
28383244,4214006,0000000000000000
28386285,C054003,1781CAE188D70000
28389144,4214001,0100807F03501700
28392024,6254000,80FFFF00FFFFFF00
28396684,4294001,0000000000000180
28436342,4214001,0100807F03451700
28444562,4394100,7EA7ED0003FF8000
28447442,421400B,00863E0440000000
28450363,4294001,0000000000000180
28459602,6314000,0000000000000000
28462482,621401A,0005010000000000
28464622,4394000,00000043
28483202,4214006,0000000000000000
28484981,621400A,0000
28487801,4214001,0100807F03451700
28490701,6314003,2010300000000000
28496701,4294001,0000000000000180
28514221,2214000,806800000000
28536319,4214001,0100807F03451700
28544539,4394100,7EA7EB0003FF8000
28547419,421400B,00863E0440000000
28550339,4294001,0000000000000180
28563798,4394000,00000043
28579499,6214000,2800400000360B00
28583258,4214006,0000000000000000
28586378,A3D4003,2CA5100010000000
28589198,4214001,0100807F03421700
28596917,4294001,0000000000000180
28604618,6284000,0000000000000000
28636557,4214001,0100807F03421700
28639537,6254000,80FFFF00FFFFFF00
28644557,4394100,7EA7EC0003FF8000
28647435,421400B,00863E0440000000
28650356,4294001,0000000000000180
28663796,4394000,00000043
28683195,4214006,0000000000000000
28686355,A354003,2CA5100010000000
28689176,4214001,0100807F03421700
28696934,4294001,0000000000000180
28709594,6314000,0000000000000000
28712475,621401A,0005010000000000
28736574,4214001,0100807F03301700
28744613,4394100,7EA7EC0003FF8000
28747494,421400B,00863E0440000000
28750413,4294001,0000000000000180
28763913,4394000,00000043
28766453,2214000,806800000000
28783253,4214006,0000000000000000
28786432,A194003,0000400000000000
28789253,4214001,0100807F03301700
28796771,4294001,0000000000000180
28809512,6264000,071ED87FF31F1F00
28829512,6214000,2800400000360B00
28836331,4214001,0100807F03301700
28844572,4394100,7E97EC0003FF8000
28847450,421400B,00863E0440000000
28850372,4294001,0000000000000180
28859510,63D4000,5B5A00000BC00000
28863790,4394000,00000043
28883210,4214006,0000000000000000
28886350,C394003,C202000008016000
28889169,4214001,0100807F03301700
28892050,6254000,80FFFF00FFFFFF00
28896688,4294001,0000000000000180
28936309,4214001,0100807F03301700
28944527,4394100,7E87EB0003FF8000
28947407,421400B,00863E0440000000
28950327,4294001,0000000000000180
28959587,6314000,0000000000000000
28962467,621401A,0005010000000000
28964607,4394000,00000043
28975947,E094000,000E04401C4B
28979787,E094020,000A
28981567,E094003,001E
28984486,4214006,0000000000000000
28987306,4214001,0100807F03301700
28990208,6314003,2010300000000000
28992307,6314020,080000A8
28994087,E09400A,001E
28997007,4294001,0000000000000180
28998788,621400A,0000
29000568,E09401A,001E
29002347,E094024,001A
29014207,2214000,806800000000
29036406,4214001,0100807F03341700
29044546,4394100,7EA7EC0003FF8000
29047425,421400B,00863E0440000000
29050345,4294001,0000000000000180
29063785,4394000,00000043
29079485,6214000,2800400000360B00
29083185,4214006,0000000000000000
29086604,4214001,0100808003341700
29096864,4294001,0000000000000180
29104604,6284000,0000000000000000
29136524,4214001,0100808003341700
29139524,6254000,80FFFF00FFFFFF00
29144424,6314024,0000000000000000
29147304,4394100,7EA7ED0003FF8000
29150184,421400B,00863E0440000000
29153103,4294001,0000000000000180
29156043,2294000,0000000000000000
29163802,4394000,00000043
29183163,4214006,0000000000000000
29186642,4214001,0100808003341700
29196863,4294001,0000000000000180
29209601,6314000,0000000000000000
29212481,621401A,0005010000000000
29236562,4214001,0100808003421700
29244601,4394100,7E97EB0003FF8000
29247481,421400B,00863E0440000000
29250401,4294001,0000000000000180
29263879,4394000,00000043
29266420,2214000,806800000000
29283219,4214006,0000000000000000
29285960,C214003,000101012013
29288778,4214001,0100808003421700
29296679,4294001,0000000000000180
29309419,6264000,071ED87FF31D1F00
29329518,6214000,2800400000360B00
29336296,4214001,0100808003421700
29344557,4394100,7EA7EC0003FF8000
29347437,421400B,00863E0440000000
29350357,4294001,0000000000000180
29359498,63D4000,5B5A00000BC00000
29363777,4394000,00000043
29383215,4214006,0000000000000000
29386317,4214001,0100808003421700
29389097,C054003,1781CAE188D70000
29391977,6254000,80FFFF00FFFFFF00
29396677,4294001,0000000000000180
29436296,4214001,0100808003421700
29444536,4394100,7EA7EC0003FE8000
29447416,421400B,00863E0440000000
29450336,4294001,0000000000000180
29459575,6314000,0000000000000000
29462454,621401A,0005010000000000
29464594,4394000,00000043
29483235,4214006,0000000000000000
29485015,621400A,0000
29487835,4214001,0100808003421700
29490735,6314003,2010300000000000
29496775,4294001,0000000000000180
29514194,2214000,806800000000
